ID,Date,Temperature(C),Humidity(%),WindSpeed(km/h),Rain(mm),TrafficVolume(vehicles/hour),NO2(µg/m3),SO2(µg/m3),CO(mg/m3),PM2.5(µg/m3),PM10(µg/m3),Season,Region,AQI_PM2.5,AQI_PM10,AQI_NO2,AQI_SO2,AQI_CO,AQI Value,AQI Category,Country,lat,lng
4862,2036-04-23,25.9,62.4,20.2,2.3,4010.0,40.7,15.0,0.58,72.1,106.5,Fall,Urban,159.6,76.5,38.4,21.4,6.6,159.6,Unhealthy,Hungary,47.4984,19.0408
4863,2036-04-24,26.6,68.9,21.1,2.9,4562.0,51.0,17.7,1.4,55.7,93.6,Summer,Rural,151.1,70.1,48.1,25.3,15.9,151.1,Unhealthy,North Macedonia,41.8,21.2
4864,2036-04-25,23.2,77.8,10.4,3.3,1450.0,42.9,15.2,1.3,49.2,103.2,Summer,Urban,134.7,74.9,40.5,21.7,14.8,134.7,Unhealthy for Sensitive Groups,France,48.8534,2.3488
4865,2036-04-26,29.6,46.4,16.5,1.6,4936.0,41.4,11.8,1.11,60.6,168.0,Spring,Urban,153.6,107.4,39.1,16.9,12.6,153.6,Unhealthy,Bulgaria,42.6975,23.3242
4866,2036-04-27,21.6,59.5,24.2,0.0,3244.0,33.0,10.4,1.28,50.8,106.3,Fall,Urban,138.7,76.4,31.1,14.9,14.5,138.7,Unhealthy for Sensitive Groups,Spain,40.4165,-3.7026
4867,2036-04-28,31.0,57.2,17.1,2.2,620.0,30.5,16.1,1.57,58.9,107.2,Spring,Urban,152.8,76.8,28.8,23.0,17.8,152.8,Unhealthy,Hungary,47.4984,19.0408
4868,2036-04-29,29.8,64.3,22.1,1.7,2420.0,8.4,21.4,0.84,44.2,116.4,Summer,Urban,122.4,81.4,7.9,30.6,9.5,122.4,Unhealthy for Sensitive Groups,Italy,41.8919,12.5113
4869,2036-04-30,30.7,62.2,20.0,3.0,2184.0,52.3,13.9,0.66,75.7,103.6,Spring,Urban,161.4,75.1,49.3,19.9,7.5,161.4,Unhealthy,Serbia,44.804,20.4651
4870,2036-05-01,27.4,56.5,10.4,1.7,1468.0,38.5,11.5,1.2,48.3,78.0,Spring,Urban,132.5,62.4,36.3,16.4,13.6,132.5,Unhealthy for Sensitive Groups,Denmark,55.6759,12.5655
4871,2036-05-02,45.4,55.6,14.1,4.5,4308.0,36.0,13.7,0.56,78.0,67.1,Summer,Urban,162.6,57.0,34.0,19.6,6.4,162.6,Unhealthy,Austria,48.2085,16.3721
4872,2036-05-03,36.8,48.8,15.2,1.4,3815.0,20.5,12.2,1.01,59.1,99.4,Summer,Urban,152.9,73.0,19.3,17.4,11.5,152.9,Unhealthy,Serbia,44.804,20.4651
4873,2036-05-04,23.8,69.9,15.5,0.0,1604.0,33.6,11.7,0.91,72.8,94.6,Spring,Rural,159.9,70.6,31.7,16.7,10.3,159.9,Unhealthy,Netherlands,53.1,5.5
4874,2036-05-05,31.2,64.6,19.6,0.1,4889.0,32.3,7.8,1.2,48.5,60.7,Fall,Rural,133.0,53.8,30.5,11.1,13.6,133.0,Unhealthy for Sensitive Groups,Denmark,55.5,12.0
4875,2036-05-06,27.0,69.2,17.0,3.5,2764.911133603239,32.1,13.8,0.86,30.5,132.6,Summer,Rural,89.7,89.4,30.3,19.7,9.8,89.7,Moderate,United Kingdom,54.0,-1.5
4876,2036-05-07,24.9,56.9,0.3,2.1,2764.911133603239,43.3,16.2,1.36,35.3,102.1,Summer,Urban,99.8,74.3,40.8,23.1,15.5,99.8,Moderate,Italy,41.8919,12.5113
4877,2036-05-08,23.3,53.4,8.4,3.3,1232.0,41.2,9.6,0.78,97.5,128.8,Fall,Rural,172.7,87.5,38.9,13.7,8.9,172.7,Unhealthy,North Macedonia,41.8,21.2
4878,2036-05-09,32.2,49.2,4.1,3.2,2081.0,26.4,10.6,1.21,51.0,55.4,Winter,Urban,139.2,51.2,24.9,15.1,13.8,139.2,Unhealthy for Sensitive Groups,Austria,48.2085,16.3721
4879,2036-05-10,26.6,63.6,15.9,2.0,4179.0,27.0,10.3,0.8,76.4,129.2,Summer,Urban,161.8,87.7,25.5,14.7,9.1,161.8,Unhealthy,Bosnia and Herzegovina,43.8486,18.3564
4880,2036-05-11,34.8,49.6,16.2,0.3,4352.0,27.0,8.1,1.16,40.5,90.3,Winter,Urban,113.3,68.5,25.5,11.6,13.2,113.3,Unhealthy for Sensitive Groups,United Kingdom,51.5074,-0.1278
4881,2036-05-12,35.0,78.5,16.4,0.0,2764.911133603239,58.1,10.2,0.7,62.7,125.2,Fall,Urban,154.7,85.7,55.4,14.6,8.0,154.7,Unhealthy,France,48.8534,2.3488
4882,2036-05-13,36.9,46.9,10.2,0.4,823.0,54.9,14.0,0.99,65.2,104.3,Fall,Rural,156.0,75.4,52.0,20.0,11.2,156.0,Unhealthy,Bosnia and Herzegovina,44.0,17.9
4883,2036-05-14,25.7,62.7,18.4,1.2,4199.0,31.5,8.3,1.4,102.5,109.1,Fall,Urban,175.3,77.8,29.7,11.9,15.9,175.3,Unhealthy,Portugal,38.7167,-9.1399
4884,2036-05-15,32.4,75.7,18.6,4.0,3492.0,20.2,14.3,1.03,55.2,109.1,Fall,Urban,149.5,77.8,19.1,20.4,11.7,149.5,Unhealthy for Sensitive Groups,Austria,48.2085,16.3721
4885,2036-05-16,33.2,66.0,8.7,4.4,861.0,41.3,11.5,1.35,49.3,91.5,Spring,Urban,135.0,69.1,39.0,16.4,15.3,135.0,Unhealthy for Sensitive Groups,Serbia,44.804,20.4651
4886,2036-05-17,27.6,61.8,7.7,1.4,2600.0,40.5,10.4,0.99,65.3,87.1,Spring,Rural,156.1,66.9,38.2,14.9,11.2,156.1,Unhealthy,Finland,61.0,24.0
4887,2036-05-18,26.1,50.3,15.0,1.5,4997.0,43.2,16.9,0.85,46.1,92.8,Winter,Urban,127.1,69.7,40.8,24.1,9.7,127.1,Unhealthy for Sensitive Groups,Denmark,55.6759,12.5655
4888,2036-05-19,38.0,46.2,24.0,0.6,2392.0,47.4,11.8,1.05,66.1,70.6,Fall,Urban,156.5,58.7,44.7,16.9,11.9,156.5,Unhealthy,Portugal,38.7167,-9.1399
4889,2036-05-20,31.1,67.7,23.5,2.2,3254.0,44.5,12.6,1.19,59.2,90.4,Winter,Urban,152.9,68.5,42.0,18.0,13.5,152.9,Unhealthy,Netherlands,52.374,4.8897
4890,2036-05-21,33.2,75.1,17.8,2.4,1972.0,28.8,21.5,0.43,48.7,86.1,Winter,Urban,133.5,66.4,27.2,30.7,4.9,133.5,Unhealthy for Sensitive Groups,United Kingdom,51.5074,-0.1278
4891,2036-05-22,25.9,55.6,11.4,3.6,1606.0,42.9,10.4,1.16,67.4,70.1,Fall,Rural,157.1,58.5,40.5,14.9,13.2,157.1,Unhealthy,Italy,41.6,12.3
4892,2036-05-23,23.9,48.6,19.4,3.6,2926.0,48.5,22.8,0.72,61.6,109.2,Winter,Rural,154.1,77.8,45.8,32.6,8.2,154.1,Unhealthy,North Macedonia,41.8,21.2
4893,2036-05-24,27.2,35.4,12.7,2.6,2303.0,32.8,13.3,0.64,71.4,100.2,Winter,Rural,159.2,73.4,30.9,19.0,7.3,159.2,Unhealthy,Czech Republic,49.8,14.2
4894,2036-05-25,29.4,50.2,15.04141700404858,1.7,2527.0,43.0,9.3,1.16,84.8,104.9,Winter,Rural,166.1,75.7,40.6,13.3,13.2,166.1,Unhealthy,North Macedonia,41.8,21.2
4895,2036-05-26,24.7,58.9,4.3,4.8,580.0,34.5,12.2,1.4,52.5,113.9,Winter,Rural,142.9,80.2,32.5,17.4,15.9,142.9,Unhealthy for Sensitive Groups,Portugal,38.5,-8.0
4896,2036-05-27,30.0,76.0,15.5,1.1,3468.0,60.0,15.3,1.06,53.8,95.2,Spring,Urban,146.1,70.9,57.4,21.9,12.0,146.1,Unhealthy for Sensitive Groups,Sweden,59.3293,18.0686
4897,2036-05-28,21.6,66.7,15.04141700404858,4.3,3041.0,26.7,21.3,0.59,39.8,81.2,Winter,Urban,111.6,64.0,25.2,30.4,6.7,111.6,Unhealthy for Sensitive Groups,Bulgaria,42.6975,23.3242
4898,2036-05-29,24.4,63.1,15.5,1.4,4239.0,51.6,19.0,0.8,67.8,106.1,Fall,Urban,157.4,76.3,48.7,27.1,9.1,157.4,Unhealthy,Czech Republic,50.088,14.4208
4899,2036-05-30,33.4,56.0,3.5,2.3,3488.0,23.3,15.3,0.87,50.3,41.6,Winter,Rural,137.4,38.5,22.0,21.9,9.9,137.4,Unhealthy for Sensitive Groups,Bulgaria,42.5,23.0
4900,2036-05-31,33.0,54.2,15.8,0.3,824.0,57.9,21.3,1.06,65.2,97.8,Fall,Rural,156.0,72.2,55.2,30.4,12.0,156.0,Unhealthy,Germany,48.8,11.5
4901,2036-06-01,28.0,74.1,2.8,0.2,2861.0,28.6,5.6,0.98,77.5,115.3,Fall,Urban,162.4,80.8,27.0,8.0,11.1,162.4,Unhealthy,Germany,52.52,13.405
4902,2036-06-02,24.9,62.0,20.4,3.5,1734.0,41.9,16.2,1.15,49.7,120.9,Spring,Rural,136.0,83.6,39.5,23.1,13.1,136.0,Unhealthy for Sensitive Groups,Denmark,55.5,12.0
4903,2036-06-03,24.9,39.0,17.6,3.8,602.0,23.7,16.5,1.3,52.9,89.4,Spring,Urban,143.8,68.0,22.4,23.6,14.8,143.8,Unhealthy for Sensitive Groups,Austria,48.2085,16.3721
4904,2036-06-04,28.1,53.3,13.6,2.1,1246.0,26.5,16.6,1.1,75.2,55.2,Winter,Urban,161.2,51.1,25.0,23.7,12.5,161.2,Unhealthy,Germany,52.52,13.405
4905,2036-06-05,33.2,51.4,17.8,0.5,4191.0,49.0,6.9,1.27,70.6,47.3,Winter,Rural,158.8,43.8,46.2,9.9,14.4,158.8,Unhealthy,United Kingdom,54.0,-1.5
4906,2036-06-06,34.6,54.5,10.1,2.1,3985.0,50.3,9.9,0.92,69.0,112.8,Summer,Urban,158.0,79.6,47.5,14.1,10.5,158.0,Unhealthy,Poland,52.2298,21.0118
4907,2036-06-07,27.5,65.6,15.4,4.5,1747.0,42.4,14.2,1.99,54.1,92.9,Winter,Urban,146.8,69.8,40.0,20.3,22.6,146.8,Unhealthy for Sensitive Groups,Germany,52.52,13.405
4908,2036-06-08,24.2,58.9,19.0,5.5,3564.0,47.4,20.6,1.17,38.5,140.3,Summer,Rural,108.4,93.2,44.7,29.4,13.3,108.4,Unhealthy for Sensitive Groups,Sweden,60.0,17.0
4909,2036-06-09,31.3,59.2,0.5,1.4,2219.0,50.4,24.6,1.21,49.3,71.8,Summer,Urban,135.0,59.3,47.5,35.1,13.8,135.0,Unhealthy for Sensitive Groups,Belgium,50.8505,4.3488
4910,2036-06-10,25.9,73.1,12.8,1.3,2702.0,33.2,11.7,1.53,44.9,106.8,Spring,Urban,124.1,76.6,31.3,16.7,17.4,124.1,Unhealthy for Sensitive Groups,Finland,60.1695,24.9355
4911,2036-06-11,27.4,53.0,14.9,3.7,3805.0,26.0,8.5,1.03,68.7,133.2,Fall,Urban,157.8,89.7,24.5,12.1,11.7,157.8,Unhealthy,Finland,60.1695,24.9355
4912,2036-06-12,36.6,78.6,14.0,1.4,3036.0,39.9,19.1,0.81,64.3,104.1,Summer,Rural,155.5,75.3,37.6,27.3,9.2,155.5,Unhealthy,Czech Republic,49.8,14.2
4913,2036-06-13,34.1,53.3,22.3,3.9,3985.0,34.2,28.1,1.39,51.0,68.2,Winter,Rural,139.2,57.5,32.3,40.1,15.8,139.2,Unhealthy for Sensitive Groups,Czech Republic,49.8,14.2
4914,2036-06-14,30.8,60.9,15.04141700404858,2.6,2289.0,43.9,20.5,1.41,53.6,155.5,Summer,Rural,145.6,101.2,41.4,29.3,16.0,145.6,Unhealthy for Sensitive Groups,Germany,48.8,11.5
4915,2036-06-15,23.6,57.2,11.9,0.2,2264.0,45.5,11.3,1.05,67.1,131.6,Spring,Urban,157.0,88.9,42.9,16.1,11.9,157.0,Unhealthy,Bulgaria,42.6975,23.3242
4916,2036-06-16,31.1,61.2,15.04141700404858,2.1,3857.0,33.2,29.3,1.53,55.2,95.5,Summer,Rural,149.5,71.0,31.3,41.9,17.4,149.5,Unhealthy for Sensitive Groups,Austria,47.5,11.5
4917,2036-06-17,35.3,64.4,22.6,4.6,3497.0,47.0,18.4,0.98,51.3,116.4,Summer,Urban,139.9,81.4,44.3,26.3,11.1,139.9,Unhealthy for Sensitive Groups,Spain,40.4165,-3.7026
4918,2036-06-18,28.1,64.3,13.8,1.7,759.0,46.5,11.0,1.28,89.7,116.6,Summer,Rural,168.7,81.5,43.9,15.7,14.5,168.7,Unhealthy,Czech Republic,49.8,14.2
4919,2036-06-19,36.8,52.5,12.8,0.1,2418.0,47.2,24.7,1.45,51.8,112.8,Summer,Urban,141.1,79.6,44.5,35.3,16.5,141.1,Unhealthy for Sensitive Groups,Bosnia and Herzegovina,43.8486,18.3564
4920,2036-06-20,36.5,48.8,14.7,1.2,2286.0,35.9,10.7,1.03,70.0,72.4,Summer,Rural,158.5,59.6,33.9,15.3,11.7,158.5,Unhealthy,North Macedonia,41.8,21.2
4921,2036-06-21,38.3,85.0,18.2,0.5,599.0,47.8,11.9,1.14,65.9,106.5,Summer,Rural,156.4,76.5,45.1,17.0,13.0,156.4,Unhealthy,Bulgaria,42.5,23.0
4922,2036-06-22,31.5,55.2,16.7,1.2,4405.0,45.2,18.6,1.31,37.2,129.2,Summer,Urban,105.2,87.7,42.6,26.6,14.9,105.2,Unhealthy for Sensitive Groups,Austria,48.2085,16.3721
4923,2036-06-23,32.9,67.0,28.2,3.6,2842.0,46.4,14.9,0.89,49.8,110.1,Spring,Rural,136.2,78.3,43.8,21.3,10.1,136.2,Unhealthy for Sensitive Groups,France,49.2,0.5
4924,2036-06-24,37.1,43.9,17.3,0.2,3733.0,56.8,15.2,0.76,72.3,107.9,Winter,Rural,159.7,77.2,54.0,21.7,8.6,159.7,Unhealthy,Italy,41.6,12.3
4925,2036-06-25,32.2,57.2,12.7,5.1,3749.0,43.3,15.2,1.4,58.0,89.3,Spring,Rural,152.3,68.0,40.8,21.7,15.9,152.3,Unhealthy,Hungary,47.2,18.8
4926,2036-06-26,27.5,58.7,12.2,0.7,827.0,33.9,20.6,1.09,38.0,81.9,Summer,Rural,107.2,64.3,32.0,29.4,12.4,107.2,Unhealthy for Sensitive Groups,Italy,41.6,12.3
4927,2036-06-27,27.8,64.7,13.0,6.7,1851.0,28.9,3.4,0.85,65.9,68.5,Summer,Urban,156.4,57.7,27.3,4.9,9.7,156.4,Unhealthy,Italy,41.8919,12.5113
4928,2036-06-28,31.2,32.8,7.5,5.5,3311.0,51.3,16.4,1.03,51.3,115.1,Fall,Urban,139.9,80.7,48.4,23.4,11.7,139.9,Unhealthy for Sensitive Groups,Sweden,59.3293,18.0686
4929,2036-06-29,23.5,61.7,15.2,2.3,2789.0,43.6,13.5,1.15,66.5,95.6,Spring,Urban,156.7,71.1,41.1,19.3,13.1,156.7,Unhealthy,United Kingdom,51.5074,-0.1278
4930,2036-06-30,29.3,48.5,18.9,1.3,1865.0,56.7,11.2,0.53,100.3,73.2,Summer,Urban,174.1,60.0,53.9,16.0,6.0,174.1,Unhealthy,Bosnia and Herzegovina,43.8486,18.3564
4931,2036-07-01,35.5,63.2,11.9,1.9,3662.0,19.7,11.2,1.21,65.7,119.5,Fall,Urban,156.3,82.9,18.6,16.0,13.8,156.3,Unhealthy,Belgium,50.8505,4.3488
4932,2036-07-02,19.0,49.6,11.0,1.2,3599.0,49.1,1.8,1.12,69.2,88.3,Spring,Urban,158.1,67.5,46.3,2.6,12.7,158.1,Unhealthy,North Macedonia,41.9965,21.4314
4933,2036-07-03,37.7,51.4,22.6,0.5,4202.0,37.4,11.0,1.5,56.2,82.8,Summer,Rural,151.4,64.8,35.3,15.7,17.0,151.4,Unhealthy,Czech Republic,49.8,14.2
4934,2036-07-04,35.6,57.3,7.9,2.6,1908.0,36.5,21.5,0.93,43.2,90.1,Fall,Rural,120.0,68.4,34.4,30.7,10.6,120.0,Unhealthy for Sensitive Groups,Netherlands,53.1,5.5
4935,2036-07-05,27.7,49.5,15.04141700404858,0.4,2010.0,32.4,19.2,1.41,75.4,96.1,Fall,Urban,161.3,71.3,30.6,27.4,16.0,161.3,Unhealthy,Serbia,44.804,20.4651
4936,2036-07-06,32.7,55.2,9.2,0.6,719.0,49.0,14.0,0.99,50.9,109.2,Summer,Rural,138.9,77.8,46.2,20.0,11.2,138.9,Unhealthy for Sensitive Groups,Italy,41.6,12.3
4937,2036-07-07,30.0,48.1,7.3,1.6,2668.0,46.1,7.9,1.04,56.6,82.5,Winter,Rural,151.6,64.6,43.5,11.3,11.8,151.6,Unhealthy,Bosnia and Herzegovina,44.0,17.9
4938,2036-07-08,36.1,41.7,16.9,0.9,3686.0,28.6,19.1,1.08,86.9,120.2,Summer,Rural,167.2,83.3,27.0,27.3,12.3,167.2,Unhealthy,Hungary,47.2,18.8
4939,2036-07-09,34.9,70.2,13.2,6.2,3739.0,41.6,21.5,1.63,54.9,109.7,Fall,Urban,148.8,78.1,39.2,30.7,18.5,148.8,Unhealthy for Sensitive Groups,Spain,40.4165,-3.7026
4940,2036-07-10,23.0,47.0,13.9,0.9,1769.0,47.1,20.2,0.63,78.2,89.7,Winter,Urban,162.7,68.2,44.4,28.9,7.2,162.7,Unhealthy,United Kingdom,51.5074,-0.1278
4941,2036-07-11,32.9,58.2,20.8,2.9,4875.0,41.8,10.2,1.15,65.8,96.8,Winter,Rural,156.3,71.7,39.4,14.6,13.1,156.3,Unhealthy,Italy,41.6,12.3
4942,2036-07-12,29.0,67.5,15.04141700404858,2.3,4317.0,51.1,10.7,1.01,51.7,91.5,Spring,Urban,140.9,69.1,48.2,15.3,11.5,140.9,Unhealthy for Sensitive Groups,Belgium,50.8505,4.3488
4943,2036-07-13,30.4,53.9,18.9,2.7,567.0,37.1,23.3,0.99,65.1,101.3,Winter,Rural,156.0,73.9,35.0,33.3,11.2,156.0,Unhealthy,Denmark,55.5,12.0
4944,2036-07-14,26.4,51.7,22.6,2.9,2171.0,17.5,9.0,1.17,49.3,130.4,Fall,Rural,135.0,88.3,16.5,12.9,13.3,135.0,Unhealthy for Sensitive Groups,Austria,47.5,11.5
4945,2036-07-15,38.7,62.3,12.7,3.8,1242.0,41.9,17.4,1.33,73.6,91.3,Fall,Urban,160.3,69.0,39.5,24.9,15.1,160.3,Unhealthy,Belgium,50.8505,4.3488
4946,2036-07-16,35.2,71.2,18.7,2.5,2512.0,41.8,6.1,1.16,78.7,103.8,Spring,Rural,163.0,75.2,39.4,8.7,13.2,163.0,Unhealthy,France,49.2,0.5
4947,2036-07-17,26.3,48.3,13.8,2.4,2205.0,43.1,13.5,1.37,60.7,86.0,Fall,Urban,153.7,66.3,40.7,19.3,15.6,153.7,Unhealthy,North Macedonia,41.9965,21.4314
4948,2036-07-18,23.3,58.5,19.6,2.1,1946.0,51.1,17.9,0.92,80.1,110.6,Fall,Urban,163.7,78.5,48.2,25.6,10.5,163.7,Unhealthy,France,48.8534,2.3488
4949,2036-07-19,28.1,42.7,7.1,1.7,3569.0,20.5,14.9,0.99,62.4,105.5,Fall,Rural,154.6,76.0,19.3,21.3,11.2,154.6,Unhealthy,Poland,52.0,20.5
4950,2036-07-20,32.2,56.1,6.8,0.2,790.0,37.6,17.6,0.7,73.7,126.6,Spring,Rural,160.4,86.4,35.5,25.1,8.0,160.4,Unhealthy,Hungary,47.2,18.8
4951,2036-07-21,31.2,60.3,13.0,1.9,4179.0,30.8,8.9,1.59,104.3,83.4,Winter,Urban,176.2,65.1,29.1,12.7,18.1,176.2,Unhealthy,Czech Republic,50.088,14.4208
4952,2036-07-22,36.3,51.5,10.6,2.5,4410.0,27.9,10.9,0.94,97.1,113.8,Spring,Urban,172.5,80.1,26.3,15.6,10.7,172.5,Unhealthy,France,48.8534,2.3488
4953,2036-07-23,33.9,55.4,12.4,2.8,852.0,39.3,17.4,0.91,57.3,125.3,Winter,Rural,151.9,85.8,37.1,24.9,10.3,151.9,Unhealthy,Netherlands,53.1,5.5
4954,2036-07-24,34.8,45.9,13.9,2.4,1763.0,47.0,18.5,1.18,64.4,91.2,Fall,Urban,155.6,68.9,44.3,26.4,13.4,155.6,Unhealthy,North Macedonia,41.9965,21.4314
4955,2036-07-25,31.6,60.8,18.6,1.5,2326.0,43.0,16.1,1.33,44.2,97.5,Summer,Rural,122.4,72.0,40.6,23.0,15.1,122.4,Unhealthy for Sensitive Groups,Germany,48.8,11.5
4956,2036-07-26,23.1,70.6,13.0,1.9,4878.0,33.1,19.7,0.79,72.0,103.8,Spring,Rural,159.5,75.2,31.2,28.1,9.0,159.5,Unhealthy,Italy,41.6,12.3
4957,2036-07-27,29.0,49.0,10.9,0.9,2764.911133603239,38.5,6.7,1.36,65.8,95.3,Winter,Urban,156.3,70.9,36.3,9.6,15.5,156.3,Unhealthy,Bosnia and Herzegovina,43.8486,18.3564
4958,2036-07-28,35.3,53.8,13.2,2.6,4336.0,49.3,12.7,0.91,48.4,103.5,Winter,Rural,132.8,75.0,46.5,18.1,10.3,132.8,Unhealthy for Sensitive Groups,Romania,46.5,24.5
4959,2036-07-29,29.7,65.0,11.2,1.6,3898.0,46.8,24.1,1.43,77.8,113.5,Fall,Urban,162.5,80.0,44.2,34.4,16.2,162.5,Unhealthy,Sweden,59.3293,18.0686
4960,2036-07-30,32.5,72.1,10.3,2.4,2764.911133603239,34.5,21.4,0.84,56.0,97.7,Winter,Rural,151.3,72.1,32.5,30.6,9.5,151.3,Unhealthy,Finland,61.0,24.0
4961,2036-07-31,28.4,45.1,6.9,4.0,1504.0,33.8,18.2,1.22,52.2,97.6,Fall,Rural,142.1,72.1,31.9,26.0,13.9,142.1,Unhealthy for Sensitive Groups,Czech Republic,49.8,14.2
4962,2036-08-01,24.9,58.3,15.3,0.6,2578.0,22.8,14.2,1.01,66.0,105.3,Fall,Rural,156.4,75.9,21.5,20.3,11.5,156.4,Unhealthy,United Kingdom,54.0,-1.5
4963,2036-08-02,29.4,62.8,12.2,3.2,2995.0,35.7,20.2,0.66,53.0,92.0,Fall,Rural,144.1,69.3,33.7,28.9,7.5,144.1,Unhealthy for Sensitive Groups,Czech Republic,49.8,14.2
4964,2036-08-03,31.5,59.0,19.8,2.1,2761.0,22.6,17.1,0.58,59.5,93.0,Winter,Rural,153.1,69.8,21.3,24.4,6.6,153.1,Unhealthy,France,49.2,0.5
4965,2036-08-04,26.7,35.2,7.8,6.0,4264.0,60.7,7.4,0.78,86.2,82.0,Summer,Urban,166.9,64.4,58.1,10.6,8.9,166.9,Unhealthy,Germany,52.52,13.405
4966,2036-08-05,28.8,65.0,12.3,1.6,2237.0,31.4,20.0,1.3,50.8,99.2,Spring,Rural,138.7,72.9,29.6,28.6,14.8,138.7,Unhealthy for Sensitive Groups,Bulgaria,42.5,23.0
4967,2036-08-06,25.3,75.2,24.1,3.4,3596.0,51.1,10.7,0.42,70.1,109.0,Winter,Rural,158.5,77.7,48.2,15.3,4.8,158.5,Unhealthy,Netherlands,53.1,5.5
4968,2036-08-07,35.6,61.2,10.3,2.0,2944.0,58.2,18.8,1.1,51.2,94.6,Spring,Urban,139.7,70.6,55.5,26.9,12.5,139.7,Unhealthy for Sensitive Groups,North Macedonia,41.9965,21.4314
4969,2036-08-08,28.5,49.7,13.8,0.8,836.0,42.2,6.9,1.07,45.4,84.5,Winter,Urban,125.4,65.6,39.8,9.9,12.2,125.4,Unhealthy for Sensitive Groups,Netherlands,52.374,4.8897
4970,2036-08-09,37.3,54.9,8.9,1.0,2764.911133603239,39.0,23.0,0.5,58.8,98.1,Fall,Rural,152.7,72.3,36.8,32.9,5.7,152.7,Unhealthy,Belgium,51.0,4.0
4971,2036-08-10,37.6,77.7,8.3,3.8,1467.0,26.8,13.6,0.76,100.3,107.9,Spring,Urban,174.1,77.2,25.3,19.4,8.6,174.1,Unhealthy,North Macedonia,41.9965,21.4314
4972,2036-08-11,29.6,69.1,22.7,1.1,1171.0,35.0,9.5,0.76,71.7,102.6,Fall,Rural,159.4,74.6,33.0,13.6,8.6,159.4,Unhealthy,Hungary,47.2,18.8
4973,2036-08-12,25.0,66.4,15.9,2.4,1803.0,56.0,11.6,1.02,66.9,144.6,Winter,Urban,156.9,95.3,53.1,16.6,11.6,156.9,Unhealthy,Sweden,59.3293,18.0686
4974,2036-08-13,19.6,63.6,15.7,1.9,3170.0,43.5,13.3,1.44,52.1,86.9,Winter,Urban,141.9,66.8,41.0,19.0,16.4,141.9,Unhealthy for Sensitive Groups,North Macedonia,41.9965,21.4314
4975,2036-08-14,22.6,53.4,6.5,0.2,3106.0,40.3,15.0,1.32,54.2,97.0,Summer,Rural,147.0,71.8,38.0,21.4,15.0,147.0,Unhealthy for Sensitive Groups,Czech Republic,49.8,14.2
4976,2036-08-15,23.1,58.0,16.8,2.3,2214.0,53.1,21.6,0.89,37.7,115.6,Spring,Urban,106.4,81.0,,30.9,10.1,106.4,Unhealthy for Sensitive Groups,Netherlands,52.374,4.8897
4977,2036-08-16,36.9,59.2,20.8,5.1,3095.0,47.0,15.4,0.75,86.9,86.1,Winter,Urban,167.2,66.4,44.3,22.0,8.5,167.2,Unhealthy,Netherlands,52.374,4.8897
4978,2036-08-17,30.6,65.5,20.7,3.5,3470.0,38.5,4.1,0.53,64.0,138.6,Winter,Rural,155.4,92.4,36.3,5.9,6.0,155.4,Unhealthy,United Kingdom,54.0,-1.5
4979,2036-08-18,31.9,75.1,18.3,5.1,3769.0,42.2,8.9,0.89,62.7,100.1,Summer,Urban,154.7,73.3,39.8,12.7,10.1,154.7,Unhealthy,Finland,60.1695,24.9355
4980,2036-08-19,18.9,71.2,9.4,0.9,3101.0,32.3,28.8,0.73,63.1,111.2,Summer,Urban,154.9,78.8,30.5,41.1,8.3,154.9,Unhealthy,United Kingdom,51.5074,-0.1278
4981,2036-08-20,24.0,45.8,16.6,1.7,978.0,34.4,15.7,0.99,91.4,100.4,Summer,Urban,169.5,73.5,32.5,22.4,11.2,169.5,Unhealthy,Bulgaria,42.6975,23.3242
4982,2036-08-21,34.4,62.2,18.3,0.1,1343.0,37.9,19.8,1.0,64.5,120.4,Fall,Urban,155.6,83.4,35.8,28.3,11.4,155.6,Unhealthy,Portugal,38.7167,-9.1399
4983,2036-08-22,31.4,67.4,6.0,0.6,2125.0,45.6,13.5,0.86,57.1,78.7,Summer,Rural,151.8,62.7,43.0,19.3,9.8,151.8,Unhealthy,Czech Republic,49.8,14.2
4984,2036-08-23,29.3,66.2,9.4,0.1,2380.0,27.5,10.0,0.86,87.0,131.4,Summer,Urban,167.3,88.8,25.9,14.3,9.8,167.3,Unhealthy,Romania,44.4323,26.1063
4985,2036-08-24,32.8,53.7,19.4,0.6,4151.0,40.8,12.6,0.79,58.1,104.6,Spring,Rural,152.3,75.5,38.5,18.0,9.0,152.3,Unhealthy,Portugal,38.5,-8.0
4986,2036-08-25,38.2,89.1,19.4,4.7,2617.0,36.1,15.6,0.85,34.6,113.2,Fall,Urban,98.3,79.8,34.1,22.3,9.7,98.3,Moderate,France,48.8534,2.3488
4987,2036-08-26,28.9,47.2,7.3,2.2,1004.0,31.0,12.7,1.43,37.1,85.2,Fall,Urban,104.9,65.9,29.2,18.1,16.2,104.9,Unhealthy for Sensitive Groups,Sweden,59.3293,18.0686
4988,2036-08-27,30.3,49.2,19.0,4.7,609.0,36.2,24.6,1.16,57.1,106.7,Winter,Rural,151.8,76.6,34.2,35.1,13.2,151.8,Unhealthy,Bulgaria,42.5,23.0
